stationReference,lat,long
043533,53.999217,-0.43093
E5720,53.306737,-0.547985
48102,50.223298,-5.305022
613905,55.089491,-2.693238
054604,54.32908,-1.456389
53113,51.290973,-1.963375
279941TP,51.396984,-0.540252
E26212,51.93437,-0.252319
3347,52.905076,-2.37685
50109,50.985116,-3.661811
000180TP,51.618838,0.173236
569323,53.678587,-2.942358
000028,53.500289,-1.673575
1086,52.174506,-1.736002
E7260,50.8635,0.56711
582970,54.122231,-2.572947
48103,50.1602,-5.114418
49147,50.391624,-5.071876
46167,50.592206,-3.717163
E7190,53.37292,-0.449533
588886,54.136092,-3.238939
E13826,51.152258,-1.450712
E13825,51.152238,-1.450298
L2603,54.295592,-0.449631
L13512,53.704118,-1.566525
L2604,54.280218,-0.495398
3114SO,50.934884,-1.376229
2906SE,50.850181,-1.23103
693009,53.498069,-2.531405
45184,50.728619,-3.475599
45108_,50.884946,-3.487642
4259,53.023273,-1.680181
4180,52.910637,-1.862124
4183,53.070627,-2.041308
4119,53.023087,-1.968659
4179,53.08361,-2.1565
4148,52.854343,-1.601779
E3810,51.275409,1.343276
4815,53.007835,-2.185525
4167,52.726224,-1.468529
4249,52.790235,-2.119721
4147,52.839223,-1.665782
F2517,54.246377,-0.778392
761516,54.5437,-2.949593
E72324,49.91847,-6.31642
E72339,49.91847,-6.31642
E73939,55.20678,-6.65683
E73924,55.20678,-6.65683
E70539,53.31394,-4.62044
E70524,53.31394,-4.62044
E73139,52.01322,-4.98375
E73124,52.01322,-4.98375
E70439,57.89525,-5.15789
E70424,57.89525,-5.15789
E70824,55.98983,-3.18169
E70839,55.98983,-3.18169
E72924,51.57,-3.97544
E72939,51.57,-3.97544
E72839,51.55,-2.98744
E72825,51.55,-2.98744
E72824,51.55,-2.98744
E70739,57.14406,-2.07736
E70724,57.14406,-2.07736
E73024,51.70739,-5.05153
E73039,51.70739,-5.05153
E74039,55.74981,-4.90633
E74024,55.74981,-4.90633
E73839,54.66475,-5.66947
E73824,54.66475,-5.66947
E70624,58.44097,-3.08631
E70639,58.44097,-3.08631
E73524,54.08539,-4.76806
E73539,54.08539,-4.76806
E70339,58.45661,-5.05008
E70324,58.45661,-5.05008
E74224,56.62311,-6.06422
E74239,56.62311,-6.06422
E73739,54.84256,-5.12003
E73724,54.84256,-5.12003
E74324,58.20781,-6.38897
E74339,58.20781,-6.38897
E70239,49.18333,-2.11667
E70224,49.18333,-2.11667
E73224,52.71933,-4.04503
E73239,52.71933,-4.04503
E74424,60.15403,-1.14031
E74439,60.15403,-1.14031
E73324,53.33167,-3.82522
E73339,53.33167,-3.82522
E1711,51.142735,0.09504
700406,53.657244,-2.72491
698106,53.563325,-2.888611
700448,53.660749,-2.778025
2117,52.421794,-1.255694
L17032,53.779574,-1.587145
558844,53.49079,-1.883147
531186,51.427335,-2.189861
531187,51.535097,-1.885111
531185,51.295076,-2.230217
45185,51.046267,-3.459994
_L32014_NE,53.734766,-0.432351
L1705A,53.776902,-1.512119
L1707A,53.793275,-1.534032
E4886,53.262721,-0.625835
0305SO,51.172064,-0.008019
E2400,51.096946,0.544313
2705SO,50.759531,-0.787028
E1162,51.171954,-0.007351
52162,51.025799,-3.066732
52161,51.02589,-3.066549
E3465,53.260143,-0.157528
E3433,53.35303,-0.025581
52163,51.162253,-2.989562
E61301,52.268767,0.208506
730100,54.377665,-2.817419
035024NE,54.505434,-0.84558
588006,54.378286,-3.103039
720300,53.881142,-2.779009
270397,51.44172,-0.937391
5583TH,51.500306,0.181352
5496TH,51.519084,0.132433
F3412,53.825745,-0.816701
F3402,53.799018,-0.719127
F2830,53.890459,-0.844074
F2835,53.917568,-0.897652
F2480,54.03611,-1.222956
F2330,54.305844,-1.530339
2517SO,50.996239,-0.509511
E3826,51.296461,1.129525
2438SO,51.000834,-0.944385
3422SO,51.22819,-1.338347
3423SO,51.229107,-1.338319
2440SO,51.008633,-0.945733
2598SO,51.078486,-1.480122
49182,50.474131,-4.757115
E11715,50.850105,-1.230435
E11703,50.898068,-1.18744
E3580,51.435046,0.798368
E3060,51.362807,1.092583
E3070,51.351358,1.060038
E3050,51.402204,0.909685
E11723,50.99496,-1.033579
E11560,50.7986,-1.110824
E11722,50.994671,-1.032331
E12810,51.01114,-1.07498
E11690,50.923515,-1.162981
E14284,50.734029,-1.621887
690420,53.574576,-2.496407
736417,54.193218,-3.084524
604742,54.670137,-2.788412
46168,50.680022,-3.738768
2170a,52.754303,-2.53401
L1771,53.791869,-1.551762
577794,53.986056,-2.662577
4527,52.762972,-1.234524
3642,52.762972,-1.234524
E10101,52.968451,-0.01331
2134A,52.636218,-2.525182
3327SE,50.935593,-1.497156
L1204A,53.731532,-1.984828
305111,51.098221,1.155768
49169,50.475136,-4.726699
E8242,51.041373,-0.097452
49167,50.46745,-4.708401
1085TH,51.762448,-1.463063
2975SE,51.08683,1.174829
431117,50.846503,-1.797009
E14741,50.61912,-1.353938
2512SO,50.830654,-1.263797
E13404,50.941207,-1.495758
E12672,50.848707,-1.307335
E14261,50.745533,-1.683293
562992_,53.535499,-2.263235
E11360,50.796271,-1.025294
E12030,50.913866,-1.296639
E13363,50.957997,-1.495975
E15100,50.738956,-1.160138
E15060,50.729406,-1.152672
2884,52.695435,-2.3242
2608,52.65661,-2.716578
2046,52.639325,-2.326002
2063,52.473154,-2.197148
510001,51.838464,0.162023
46169,50.516559,-3.841369
45186,50.67998,-3.408962
2899BTH,51.471739,-0.531201
1409Lucas,52.59735,-3.029712
E13836,51.15204,-1.452116
693017,53.515874,-2.509007
693027,53.512268,-2.489903
2509SO,51.060158,-0.333575
E9960,51.060158,-0.333561
51129,51.13732,-3.29251
2897BTH,51.47174,-0.53123
2420_TH,51.38187,-0.966582
L1526,53.895472,-1.992271
2708SO,50.740234,-0.817856
E7852,50.82568,0.175071
E29203,50.951675,-0.528975
E11302,50.863669,-1.166624
0900SO,51.324401,1.255693
E14262,50.745435,-1.683407
2701SO,50.806801,-0.682809
51130,51.153233,-3.306596
3208SE,51.308012,-0.160866
693544,53.384972,-2.528026
4230TH,51.48402,-0.149732
4410TH,51.494347,0.026327
2850TH,51.364392,-0.353456
1003SO,51.280821,1.073832
2851SO,51.337943,-0.346895
301666,51.131926,0.967934
E5650,51.131926,0.967934
2276,51.893887,-2.068696
E14563,50.690818,-1.287138
E14822,50.648948,-1.250005
E4350,51.105308,0.950683
E2561,52.310724,-0.888839
E3010,52.240957,-1.082408
E21326,52.428551,-0.353448
E22268,52.041145,0.142627
E21102,52.387,0.779403
E23012,51.846805,1.1636
E21103,52.376585,0.783672
7015,52.221039,-2.984386
1607,52.023817,-2.913007
1606,51.952233,-2.735485
755900B,54.868007,-3.394362
690554,53.505001,-2.275273
021034,55.570489,-2.003375
021035,55.558931,-1.972111
371301002,50.790954,0.327923
47176,50.584943,-4.054524
531188,51.369714,-2.116187
531190,51.631416,-2.575054
531191,51.631442,-2.575285
531189,51.392039,-2.162982
SU85_47,51.250135,-0.811852
5518TH,51.597866,0.154258
49163,50.623763,-4.67804
46170,50.391126,-3.721845
724830,53.991127,-2.787513
023026,54.971604,-2.249604
E1776,53.269596,-0.474867
2270_w1TH,51.411884,-1.321048
Barstaple_Yeo_FC,51.087045,-4.052625
1338,52.612229,-3.417017
1750,52.507038,-3.170517
1810,52.320194,-3.058476
1408,52.380137,-3.500663
2261,51.868901,-2.196147
2898,52.369692,-2.062663
E1631,53.192036,0.355183
2883TH,51.518153,-0.498245
2862TH,51.635575,-0.443997
TQ3635,51.342256,-0.021799
2283TH,51.518089,-0.498161
E1017,53.539188,0.00082
L2478,54.064156,-1.018042
2805TH,51.58453,-0.439448
E72623,51.5,-2.728
1023SE,51.294661,1.108973
593362,54.614148,-3.157414
0744SE,51.266892,0.857627
DH112233,52.168732,-1.235988
0925SE,51.207877,1.383789
0924SE,51.251014,1.322456
448301,50.732016,-2.752023
SX56F056,50.431758,-4.083214
SX65F051,50.363074,-3.911208
SX75F010,50.392644,-3.711615
SW85F055,50.393097,-5.056267
SX74F051,50.314173,-3.80081
SX25F064,50.410438,-4.394536
SW53F051,50.156796,-5.433024
SS51F004,50.946342,-4.136948
SY29F052,50.752859,-3.047245
L1751,53.751596,-1.422058
L15401,53.898633,-2.149277
L1539,53.973351,-2.011314
L1536,53.961414,-2.02076
F1530,53.947347,-2.025888
L1538A,53.966232,-1.987442
L12062,53.716039,-2.079095
L1215,53.735369,-1.893901
L1303,53.709969,-1.464095
L1141,53.643033,-1.83021
L11311,53.656668,-1.785292
L1132,53.665909,-1.780614
563170,53.53478,-2.162144
3346TH,51.386523,-0.291294
E2173,52.583111,-0.406569
0503SO,51.132785,0.453941
0904SO,51.189651,0.160853
1610SO,50.930687,0.579348
L0681,53.406175,-1.435939
L0812,53.571667,-1.657895
L0691,53.380377,-1.409716
1822SO,50.811276,0.219288
L0800,53.499512,-1.243773
Coldw1,53.823309,-2.154144
Mitch1,53.742978,-2.323663
Edgeh1,53.560463,-2.873303
L0801,53.502439,-1.251772
L0208,53.21244,-1.420921
L0301,53.402459,-1.34854
L0302,53.40273,-1.347107
L0218,53.311051,-1.474084
L08102,53.597815,-1.648875
L28091,54.137083,-0.780156
L28092,54.130753,-0.791452
582191,54.144383,-2.433946
579623,54.01325,-2.77441
700402,53.62793,-2.576796
EdgeH1,53.560463,-2.873303
L2363,54.374006,-1.650387
L0305,53.366233,-1.351587
L2029,53.8166,-1.435715
L2401B,53.786086,-1.068319
45189,51.050959,-3.444961
45187,51.05544,-3.482085
45188,51.050366,-3.444914
50104,51.090417,-4.069497
45191,50.80354,-3.756052
45192,50.8572,-3.402107
45266,50.743324,-3.293719
45264,50.821887,-3.028076
45265,50.681264,-3.31456
45263,50.695399,-3.318679
45193,50.612687,-3.471982
45195,50.626633,-3.405232
45194,50.623071,-3.463655
45667,50.704836,-3.059204
L3921A,54.563104,-1.231019
45268,50.701123,-3.117886
E13401,50.941433,-1.495969
E13423,50.945719,-1.505873
E13292,50.954927,-1.534164
E12446,50.990394,-1.33552
E14752,50.675611,-1.28567
L2711,54.281971,-0.507009
F2802,53.759195,-0.936675
L3408,53.867381,-0.665165
L3402,53.709091,-0.542562
L3130,53.968264,-0.339599
L3010,54.006951,-0.250223
3305SE,50.935593,-1.497156
151816001,50.968109,-1.497147
L3121,53.940297,-0.358398
L3109,53.940297,-0.358398
E1902,51.133145,0.453946
E5082,51.140192,1.287219
Dubbs1,54.406987,-2.892739
531192,51.686426,-2.460679
SO6621,51.01189,0.398508
2531,52.231172,-2.743689
2532,52.233327,-2.73412
L32011,53.793786,-0.359038
L3330,53.710851,-0.217971
L3341,53.691313,-0.031155
585122_,54.406987,-2.892739
019271,55.033344,-1.614307
744132,54.485859,-3.538736
744131,54.48205,-3.530118
L3340,53.646504,0.016625
L3350,53.643751,0.069975
L3111,53.92958,-0.334677
0350TH,51.500306,0.181352
4610,52.944125,-1.27239
FWLL01_FW,50.705291,-2.651786
530810,51.416828,-1.960873
FWPCD01_FW,50.572382,-2.462698
E4838,53.261383,0.17789
E4805,53.005402,-0.234331
E4840,53.258,0.325551
E4858,53.208965,-0.412526
E45802,53.224322,-0.369386
E1001,53.689194,-0.390535
E4849,53.298307,-0.64444
E1436,52.967102,-0.026238
E6204,53.4179,0.189072
E4972,53.469299,-0.021785
E46462,53.358347,0.007095
E4964,53.600439,-0.12883
E1810,53.676065,-0.524188
E4940,53.579861,-0.095147
E1105,53.689771,-0.268234
E27462,53.569915,-0.116511
E1722,53.567416,-0.083112
E1236,53.650465,-0.537383
E1139,53.415968,0.193457
E4960,53.663585,-0.238038
E45851,53.229154,-0.440274
E10100,52.968451,-0.01331
E27464,53.569915,-0.116511
E4955,53.619794,-0.164217
E46482,53.368753,0.000955
E1351,53.114206,0.28011
E46493,53.219481,-0.541817
E1171,53.206436,-0.121768
E4906,53.624195,-0.175171
E2727,53.11614,0.241254
E4946,53.704175,-0.365042
E42804,52.532181,-0.403386
E4890,53.566445,-0.089317
E42297,52.061887,0.546282
E4988,53.213741,0.031361
E1284,52.571738,-0.41529
E1328,53.332056,0.271964
E1283,52.571738,-0.41529
E1327,53.332056,0.271964
E65506,52.799071,-0.132694
E1275,53.111442,0.303647
E1318,53.693257,-0.586425
E4990,53.213741,0.031361
E5309,53.507924,0.040547
023047,54.955468,-1.637163
024019,54.818735,-1.455174
L0306,53.340038,-1.319003
L2809B,54.132582,-0.791032
E46469,53.358347,0.007095
E1195,53.055096,-0.217185
E1196,53.055096,-0.217185
E46472,53.3582,0.009958
E2966,52.238756,-0.823183
E65001,53.218281,-0.347898
E2728,53.390809,0.205849
F2518,54.242462,-0.813802
L1704,53.740964,-1.36876
L2411,53.802839,-1.048633
L2407,53.965043,-1.098082
L12071,53.720197,-2.106486
E10823,50.861079,-0.928546
761515,54.543667,-2.95035
L2471B,53.95262,-1.078951
L1353,53.681313,-1.509878
690404,53.580581,-2.375269
680302,53.077612,-2.522479
690315,53.563681,-2.33354
692707,53.410225,-2.233923
681009,53.162803,-2.213773
690211,53.642852,-2.108983
690700,53.539354,-2.053007
682500,53.397576,-3.011334
764120,54.893717,-2.899655
E25501,50.842274,-0.939259
E8560,51.007923,-0.096141
683200,53.298381,-2.773837
693015,53.478947,-2.49657
693018,53.482114,-2.533481
765100,54.897675,-2.946523
690465,53.606237,-2.399314
685502,53.35514,-3.107479
2111SO,50.830028,-0.544844
2832SO,50.791824,-1.107903
E6990,50.839401,0.309582
E11610,50.811838,-1.04162
2702SO,50.967977,0.084418
E9980,51.08313,-0.455636
E9970,51.078306,-0.333609
2135SO,51.013588,-0.088368
4193,52.760041,-0.853952
46109,52.637658,-1.059015
4252,52.777609,-1.21547
4187,53.052096,-1.067469
2616_PCH,52.138715,-2.224538
4729,52.777175,-0.87826
2616_HBR,52.138715,-2.224538
2616_SEV,52.138715,-2.224538
4761,52.635449,-1.104604
1930,52.080849,-2.563945
762510,54.904086,-2.817354
E5462,51.068245,0.919373
2594SO,51.219853,0.441914
2102SO,51.105481,0.116212
294323,51.206865,0.129446
E4982,53.229577,-0.129265
692705,53.402528,-2.23534
E22184,52.741419,0.387195
E5464,51.066639,1.022482
L2012,53.851914,-1.158084
694130,53.416714,-2.728921
017220,55.01952,-1.881881
693600,53.393994,-2.524543
L13810,53.747561,-1.746647
L0942,53.608835,-1.032201
L2472,53.952942,-1.078715
L1656,53.795159,-1.791858
380002TP,51.571638,-0.289354
L17014,53.807923,-1.487022
9681SO,51.272897,1.196653
2292BTH,51.434117,-1.048842
F2120,53.962216,-1.568837
023057,54.963311,-2.107819
L32013_NE,53.76052,-0.408546
L32012_NE,53.760205,-0.383012
E14750,50.675611,-1.28567
E12793,51.09029,-1.181065
3035TH,51.203038,-0.756022
444510,50.687985,-2.123098
434313,50.855587,-2.16079
445529,50.811976,-2.478248
530189,51.521724,-2.61005
530173,51.425272,-2.192082
735019,54.433747,-2.965717
735003,54.460483,-3.021651
FWGE01_FW,50.712271,-2.761296
737526,54.368852,-3.075834
444105,50.796642,-2.420357
530105,51.480131,-2.684591
25A17,50.589157,-4.830228
432312,51.197792,-2.201681
432315,51.206075,-2.184597
445930,50.66301,-2.276007
448115,50.812857,-2.738489
1754,51.069063,-1.797708
445610,50.706072,-2.525645
23A02,50.229998,-5.29846
432520,51.036736,-1.773176
713115,53.753787,-2.456994
9012,52.756921,-1.805695
E4926,53.166903,0.157512
E81361,50.821081,-1.901646
E81356,50.81268,-1.8718
4225,51.746918,-2.217953
L1719,53.726549,-1.518386
L1783,53.836073,-1.616981
L0851,53.513468,-1.36195
L3493,53.76948,-0.599266
463589,51.758734,-2.612081
E1578,53.608677,-0.144036
E1237,53.650465,-0.537383
E1215,53.373386,0.013034
E46651,52.241997,0.710692
F1601,53.827912,-1.661996
E5321,53.10111,-0.098233
E1065,52.238756,-0.823183
E4930,53.126298,-0.075673
E4934,53.145596,-0.344543
E25173,52.703292,0.697456
E48676,52.307124,1.153055
E46643,52.28648,0.423509
E24872,51.72865,0.709257
E4410,52.829799,-0.331132
2200,52.141002,-1.689543
E46497,53.219481,-0.541817
585122,54.406987,-2.892739
E68044,53.275667,-0.636863
E68137,53.164274,-0.576657
18A10d,50.272853,-4.791515
0100LB,51.194227,0.236553
E68200,53.151141,-0.583477
E49234,52.167461,-0.305433
E68301,53.129374,-0.592368
E68102,53.164274,-0.576657
E68302,53.129374,-0.592368
E68100,53.164274,-0.576657
E68000,53.275667,-0.636863
E68002,53.275667,-0.636863
E5850,50.991791,0.524305
3702SO,51.304526,0.186288
L35024,54.541649,-1.577191
4821,53.134236,-1.430342
E7071,50.899199,0.375972
E7090,50.89145,0.361642
E7060,50.90222,0.393649
2002SO,50.82568,0.175071
E7091,50.89145,0.361642
E7061,50.90222,0.393649
E7083,50.896388,0.412165
E7080,50.896388,0.412165
2833,52.747481,-2.972523
L1731B,53.745605,-1.374573
F7070,50.899199,0.375972
E8653,50.91529,0.039283
E8222,50.974053,0.034122
L0422,53.355423,-1.458739
E1932,51.087041,0.406879
L39021,54.679027,-1.252513
L0351,53.313391,-1.348936
L1255,53.669391,-1.897351
L3213,53.732728,-0.430532
2549,51.767788,-2.179956
0323SO,51.246536,0.022379
763404,54.942516,-2.73365
SE730,51.272544,0.525902
750801,54.613035,-3.064196
340767,50.968137,-1.918056
E71283,50.48107,-3.775926
E71983,50.392036,-3.712015
E71963,50.393411,-3.712712
E80863,50.736865,-3.478452
E71943,51.041677,-3.547634
E84069,51.061055,-4.000241
E72003,50.287115,-3.775334
E80535,51.192912,-4.130635
E84089,50.849027,-3.398268
E81959,50.581483,-3.667814
E84169,50.671079,-3.41471
E84049,50.630009,-3.328259
E81939,50.788575,-2.995254
E84009,50.698568,-3.2524
E81979,50.746777,-3.39064
E84029,50.660231,-3.298296
E71313,50.75649,-3.529203
4208,52.969773,-1.07353
2548,52.300223,-2.751592
604142,54.889007,-2.708497
F1701,53.738253,-1.290587
F1960,54.074204,-1.96357
E71333,50.812445,-3.429297
L0554,53.795159,-1.791858
2553,51.958229,-2.898779
E82080,50.391314,-3.739437
2539,52.44527,-2.047146
2538,52.4452,-2.041438
4902,52.395726,-1.989426
720535_BASIN,53.863797,-2.812703
E84109,50.647191,-3.419311
E84129,50.597398,-3.462702
E84149,50.38654,-3.521221
E84249,51.20735,-4.100105
E80903,50.800997,-3.89881
E72053,50.706358,-4.036728
E84283,50.701413,-3.50311
E80883,50.735979,-3.468887
700390,53.597169,-2.548756
605543,54.713365,-3.01743
2885BTH,51.501136,-0.483936
E82120,51.116609,-3.940857
L1034,53.575727,-1.755754
L0550,53.48612,-1.609484
575092,53.742978,-2.323663
574786,53.823309,-2.154144
E82484,50.107091,-5.551054
023066,54.940584,-1.912769
3345THF,51.350352,-0.250864
3350THF,51.355811,-0.255109
023063,54.994482,-2.110967
L3238,53.781894,-0.420669
E5092,51.126858,1.315047
SU78_45C,51.597176,-0.933089
713204,53.683788,-2.454585
7509SE,51.171804,0.623572
765600,54.892374,-2.963486
015313,55.010561,-2.08518
E84409,50.691685,-3.810926
E84429,50.639603,-3.309296
E84463,50.801307,-3.117593
E84323,50.710932,-3.456787
E84209,50.431989,-3.589532
E84443,50.712527,-3.455802
152503002,50.91869,-1.265211
712412,53.831845,-2.335455
700421,53.638794,-2.715518
NelsonGC,53.820527,-2.210336
L2029A,53.8166,-1.435715
050301012,50.657274,-1.301934
575092,53.742978,-2.323663
SE7050,50.878052,0.500069
E82920,50.598409,-3.460219
E82960,50.475407,-3.581856
2542,52.288919,-1.602042
2541,52.342826,-2.051161
2543,52.292637,-1.595616
2544,52.342826,-2.051161
2545,52.331364,-2.068303
2546,52.301333,-2.074152
2547,52.439087,-2.837158
4650,52.44592,-1.959798
4688,53.022713,-1.307535
4690,53.048603,-0.781479
4691,53.024249,-1.068919
4693,53.328427,-1.738804
1775,52.27751,-1.599081
4651,52.631471,-2.118311
E84540,51.134635,-4.240361
E84360,50.799653,-3.737529
E82040,50.686641,-3.300157
E84500,51.195117,-3.978505
L3915,54.616236,-1.285486
4662,52.42894,-1.942444
F1509,53.983214,-2.109719
L39020,54.678181,-1.218223
L2551,54.248349,-1.065163
024030,54.715017,-1.74235
062916,53.911915,-1.662765
713038_,53.815409,-2.53514
700405,53.65471,-2.612083
2529,52.033838,-1.868738
2528,52.044833,-1.886465
L2926,54.554078,-0.880451
710200_,53.940669,-2.326107
732003,54.201851,-2.953279
713038,53.815409,-2.53514
710200,53.940669,-2.326107
710401,53.891887,-2.350346
E12022,50.93142,-1.257426
720708,53.844871,-3.005565
E20747,50.252224,-5.041232
4542,52.034502,-1.868386
4540,52.044806,-1.886436
E3952,51.258097,1.030515
023062,54.988973,-2.110623
574786,53.823309,-2.154144
692665,53.374217,-2.157174
694015,53.463929,-2.700689
693011,53.488408,-2.522829
693012,53.516028,-2.473719
693013,53.534764,-2.477157
690341,53.521675,-2.388383
681290,53.128288,-2.373152
690481,53.599855,-2.435429
692438,53.514185,-2.03215
692633,53.387467,-2.218898
E84263,50.702201,-3.537179
E80819,50.704802,-3.560688
E1486,51.40089,-2.344082
E15406,51.626245,-2.364002
4684,53.029005,-1.458345
4681,52.925946,-1.487492
4683,53.256813,-1.921018
4676,52.643237,-1.109706
4686,53.040157,-1.210177
4678,52.621046,-1.171208
4679,52.616913,-1.20034
4680,52.63208,-1.056164
4689,53.173665,-1.24492
4692,52.943657,-1.225402
1772,51.793782,-2.615455
4687,52.901545,-1.321599
2540,52.345951,-1.573184
4661,53.026265,-2.239695
4654,52.562477,-1.830703
4652,52.617141,-1.9614
3339,52.55502,-1.878268
730525,54.32299,-2.748854
592850,54.532336,-3.062374
4685,52.994773,-1.136927
754008,54.762529,-3.278022
L3237,53.781634,-0.407793
075497,53.815189,-1.823015
47000,52.846968,-1.619872
753200,54.613959,-3.560833
E68651,52.966495,-0.023228
067639,53.216884,-2.906807
4682,53.261791,-1.906782
713207a,53.72557,-2.489743
713207,53.726088,-2.490476
1390TH,51.736683,-1.229173
2416TH,51.282041,-0.831662
1482TH,51.898304,-1.154078
3092TH,51.341131,-0.507986
3072TH,51.292133,-0.645752
1912TH,51.721379,-0.841337
2434TH,51.377331,-0.826364
0301TH,51.591169,-1.723948
2934TH,51.39117,-0.516262
2450TH,51.237527,-0.858803
1304TH,51.750364,-1.263692
9623SE,51.175242,-0.113993
9625SE,51.219175,0.28492
9627SE,51.217597,-0.173407
9624SE,51.346718,1.03165
9630SE,51.090486,1.147071
9450SE,50.99048,-1.387439
9453SE,50.984744,-0.734155
9452SE,50.743237,-1.659739
9451SE,50.879255,-1.251959
9626SE,51.234471,-0.340951
0331TH,51.603052,-1.808386
5485TH,51.57242,0.105546
4653,52.538596,-1.909791
765005,54.749088,-3.05221
585160,54.440718,-2.825629
F2108a,54.110293,-1.785619
E255,51.504439,-2.58776
F3485,53.813334,-0.62001
E560A,51.201014,0.331161
SE560,51.201686,0.330336
E9531,51.148548,-2.945191
E9094,51.161484,-2.988087
L0927,53.673821,-1.368567
4663,52.666095,-2.01728
253222001,50.916942,-0.146678
14880,50.671665,-1.399223
540001RG,51.527809,0.085279
4677,52.664577,-1.083426
9628SE,51.360665,1.124449
E31329,51.881331,0.517362
E31349,52.028205,0.541889
Egerton1,53.636515,-2.448375
E7300,52.491849,-0.682303
2044,52.879528,-2.553394
E2765,52.230966,-0.897274
2834,52.743972,-2.943914
2056,52.401891,-2.892925
2940SO,50.678823,-1.406293
