stationReference,lat,long
710151,54.084353,-2.280457
53140,51.536448,-2.004702
2711,52.04668,-1.963362
F0513,53.401832,-1.547627
751613,54.640395,-3.34813
E23917,52.530823,1.622843
L2837,53.933016,-0.774873
E2080,52.872053,-0.044732
52156,51.010875,-2.758978
3625TH,51.547719,-0.420185
E5680,51.086583,1.052146
4087TH,51.465498,-0.253664
50181,50.648044,-3.431911
E9183,50.999641,-0.402814
E2738,53.164274,-0.576657
2425,51.832287,-2.270144
2636,52.50955,-2.429504
E22745,51.935777,0.696989
692810,53.439852,-2.246761
2546TH,51.627385,-0.748786
44141,50.732776,-2.766602
L2412,53.802839,-1.048633
694670,53.4497,-3.018054
E14564,50.690818,-1.287138
2700,51.991326,-2.162837
E26921,52.19844,0.992405
4079,52.858989,-2.187087
E10170,53.007414,-0.020733
45125,51.013794,-3.520631
44142,50.732776,-2.766602
3680,52.73152,-0.995167
720105,53.904538,-2.767831
E1880,51.227207,0.414329
DIFF_TB3_TB1,51.494354,0.026414
2482TH,51.426566,-0.898115
48119,50.271975,-5.078915
47126,50.686638,-4.238978
4117,53.087267,-1.506572
710103,53.996041,-2.247662
1900TH,51.638374,-1.179109
44223,50.613874,-1.971941
2915,52.062065,-2.124922
E23974,52.129328,-0.75314
E14980,50.705265,-1.503022
48120,50.292337,-4.78176
2733TH,51.502275,-0.617647
4391TH,51.442857,0.029817
44147,50.735862,-2.955096
3091TH,51.335047,-0.46104
50130,51.143171,-3.892262
2900,52.176016,-1.583205
52245,51.090694,-2.943768
713453,53.780871,-2.707902
50131,50.706654,-4.036259
DIFF_TB3_TB9,51.494354,0.026414
2731TH,51.504177,-0.64194
E2143,53.389037,-0.326917
4191,53.003783,-0.829178
44148,50.732034,-2.818833
E21117,52.400595,1.335429
2706,52.531154,-2.204277
2732TH,51.504174,-0.641651
DIFF_WestUR_EastDR,51.494354,0.026414
DCB_UR,51.478413,0.2166
5562TH,51.507967,0.174152
48123,50.085634,-5.316508
2448TH,51.335871,-0.940772
055044,51.88181432352622,-2.7884666507906664
761595,54.610376,-2.827047
E14811,50.695451,-1.305261
055041,52.191958,-2.718663
692830,53.438115,-2.215139
45223,50.839335048860946,-2.9348527117481993
49128,50.509842,-4.568841
E1048,52.134213,-0.462378
E11321,50.860206,-0.976619
2215,52.39358,-1.551005
5312TH,51.728882,-0.008439
4199,53.16878,-0.80143
713118,53.736803,-2.496786
4109,52.805789,-1.245714
BB_EAST_UR,51.515594,0.097044
3401TH_TAOD,51.429574,-0.318329
0018,51.481798,0.186705
E570,51.202093,0.332504
0655TH,51.761338,-1.835711
E170,51.329149,0.452354
E12460,51.064434,-1.307161
3084TH,51.250387,-0.571336
E13860,51.20755,-1.482278
2213,52.40689,-1.522294
690137,53.725422,-2.285624
E13961,51.152158,-1.460093
50129,51.024165,-4.212626
684029,53.276556,-2.854006
692717,53.429377,-2.288164
431100,51.052454,-1.883525
3004TH,51.30878,-0.494918
E6621,51.01189,0.398508
2099,51.998816,-2.155465
693555,53.375882,-2.538601
2218,52.401988,-1.495801
E21897,52.287217,-0.217574
4044,53.2366,-1.145421
3275,52.635078,-1.944539
48168,50.285093,-5.057396
E13480,50.997377,-1.496618
4238,53.13623,-1.202871
3213TH,51.125252,-0.173636
2216,52.396604,-1.591684
E60502,52.211963,0.119367
4095,52.643962,-1.73394
E4453,52.366293,-0.57148
4063TH,51.396102,-0.24337
44133,50.712271,-2.761296
E6630,50.989593,0.475735
E13510,51.009355,-1.498925
692675,53.395007,-2.193868
E22300,51.924207,-0.634231
E14821,50.649055,-1.249848
E15460,51.412972,0.120315
48111,50.343417,-4.749042
764115,54.896753,-2.903605
1005,51.95134903786936,-1.9977492315714176
2736TH,51.501135,-0.612495
E13540,51.034114,-1.548274
3088TH,51.295832,-0.544825
531167,51.496678,-2.066914
690340,53.498815,-2.493652
692510,53.414388,-2.155893
E70139,53.449701,-3.017918
52234,51.044626,-2.84382
2649,52.387107,-1.128914
E5755,52.934234,1.301631
E8364,50.969098779995065,0.0986119908225839
2747TH,51.501038,-0.604285
692825,53.449795,-2.21821
8208TH,51.689765,-0.55487
4050,53.503749,-1.027736
E14520,50.76312,-1.537006
E4320,51.158849,0.825197
44135,50.56449,-2.452469
DCB_DR,51.478413,0.2166
0004,51.445636,0.743416
E15124,50.66453,-1.152467
4127,52.879472,-1.254839
2879_w1TH,51.567599,-0.49112
44134,50.56449,-2.452469
1490TH,51.750579,-1.24661
E13823,51.152223,-1.450813
5550TH,51.553141,0.236647
3212TH,51.125252,-0.173636
E23983,52.236107,0.176171
53195,51.54757293190642,-2.4873814448485567
693120,52.677618,-2.340057
692800,53.438035,-2.255783
3269TH,51.233732,-0.288379
E14992,50.693188,-1.108712
E1472,52.605456,0.062745
48112,50.188345,-5.422438
4123,52.567357,-1.52579
38_BRENT_RES,51.570831,-0.245027
690551,53.509373,-2.288707
693021,53.50507,-2.506857
E13820,51.153011,-1.450189
48114,50.365636,-4.712624
44137,50.56449,-2.452469
E1142,52.651537,-0.260079
2759TH,51.492741,-0.594744
E2061,52.400135,-0.544254
44136,50.570736,-2.460592
E15667,51.192697,0.239456
E1141,51.172777,0.173655
2436TH,51.360108,-0.906892
690552,53.509373,-2.288707
4878,52.515925,-1.880351
E4360,51.142293,0.877089
E2280,51.215819,0.444707
E1466,52.605456,0.062745
E2740,53.164274,-0.576657
49114,50.470264,-4.716144
E660,51.193563,0.21614
48198,50.099947,-5.279833
E2997,53.371034,0.008563
E13291,50.955026,-1.534134
3078TH,51.306994,-0.537112
E6135,52.236646,-0.842511
E13870,51.194258,-1.498312
685120,53.268266,-2.931165
4092,53.365754,-1.699474
49119,50.505924,-4.495089
45172,50.904593,-3.479351
693023,53.496087,-2.501157
3167,52.419334,-1.990391
733548,54.03204,-2.920335
50128,51.021223,-4.203174
52244,51.020019,-3.100404
L1711,53.738253,-1.290587
3307,53.196879,-1.901908
45163,50.751957,-3.454771
E690,51.209402,0.371532
2004,52.354922,-1.514617
E1030,53.102208,0.317091
E21863,52.254228,-0.308018
E12801,51.090021,-1.181212
44108,50.735508,-2.761347
E8353,51.00633503803172,-0.0793148593310967
LN23999,55.007531,-1.439658
E15230,51.266809,0.065457
49179,50.335947,-4.52528
2916TH,51.404941,-0.540215
692820,53.44618,-2.228731
2757TH,51.493007,-0.594447
692100,53.482675,-1.917346
E9883,51.086792,-0.406225
E8730,50.869751,4.3e-05
4092TH,51.468151,-0.250683
E573,51.202093,0.332504
5563TH,51.510944,0.165849
2715TH,51.523519,-0.642662
48142,50.271975,-5.078915
E1120,51.191045,0.028292
48141,50.172667,-5.109444
3219TH,51.102235,-0.173972
46134,50.595603,-3.682853
2605TH,51.403494,-0.836851
693006,53.49897635997872,-2.529456857033696
4755,52.557396,-1.681349
E6610,51.011861,0.399932
E8011,50.888145,0.244268
E21785,52.36523,1.249018
2292,51.508173,-2.71808
1919TH,51.819387,-0.786131
BB_WEST_DR,51.515594,0.097044
3404,53.287863,-1.579192
52232,51.010875,-2.758978
E6111,50.95068,0.728539
E21188,51.907705,-0.668516
50148,51.024165,-4.212626
E23668,52.543388,-0.304176
531171,51.438888,-2.626483
2421TH,51.38187,-0.966582
4177,52.662979,-2.143695
3086TH,51.307409,-0.510113
E1960,52.576813,-0.124546
53128,51.384342,-2.377339
4170,52.671341,-2.108289
E24028,52.211963,0.119367
4741,52.758038,-1.162817
48146,50.29063,-4.782053
E26233,51.486254,0.228518
47174,50.823636,-4.438867
751511,54.575287,-3.314807
4171,52.731408,-1.705184
4387TH,51.45198,0.032669
52238,51.047117,-2.88154
3057TH,51.19848,-0.584392
4173,52.62825,-1.47564
E13301,51.080218,-1.523543
4175,52.698639,-1.610921
2879_w2TH,51.569085,-0.489873
1460TH_w1,51.861393,-1.30321
DIFF_EastUR_WestDR,51.494354,0.026414
1923TH,51.824471,-0.789114
44226,50.611822,-1.964452
E12500,50.971511,-1.340475
531168,51.496678,-2.066914
E6106,52.236646,-0.842511
44225,50.611822,-1.964452
52226,51.191341,-2.542282
4033,53.198546,-1.906769
E24322,51.852917,0.963605
694121,53.041266,-2.746956
2129,52.417908,-1.54648
2723TH,51.514636,-0.683855
E14330,50.819049,-1.450824
2049,52.286203,-1.549042
48109,50.192101,-5.383946
E22042,52.141927,0.148076
724839,53.999709,-2.849659
2019,52.340881,-1.512833
4840,52.864909070382446,-2.3091236314069867
E1382,52.366293,-0.57148
E73439,54.031861,-2.920178
693001,53.534147,-2.578191
52248,51.034875,-2.834244
E8005,50.896341,0.238973
E73639,54.650746,-3.567094
L2600,54.281876,-0.389916
E14690,50.682683,-1.517797
E23177,52.723842,1.354138
744010,54.524681,-3.409458
3053TH,51.188912,-0.618299
E3013,52.890509,-0.623395
E9260,50.942742,-0.268412
E13951,51.15131,-1.459531
692117,53.470933,-1.965681
E14120,50.913454,-1.491008
E14540,50.910849,-1.510651
E14722,50.664649,-1.176646
E2151,53.389037,-0.326917
766010,54.925012,-3.11898
E1959,52.576813,-0.124546
3401TH_AOD,51.429574,-0.318329
52106,51.210605,-3.131326
768005,54.667281,-2.757052
692114,53.49382366529896,-1.8272934249669872
E14550,50.832058,-1.461819
52236,51.092665,-2.955761
E24964,52.011423,-0.930974
4188,52.995269,-1.986021
E9155,50.93782968029748,-0.301330405754085
E7421,50.788104,0.060701
2758TH,51.494523,-0.593392
4181,52.991475,-2.013285
2872TH,51.459441,-0.54078
DIFF_TB2_TB9,51.494354,0.026414
E21739,52.134797,0.142107
44222,50.613874,-1.971941
49178,50.339399,-4.521218
46136,50.595093,-3.61596
4189,52.986363,-0.977571
711007,53.986442,-2.42948
E8240,51.041711,-0.097823
3045TH,51.186345,-0.709252
692230,53.327178,-1.910844
E6150,50.930687,0.579348
E2634,52.561171,-0.217789
693033,53.501608,-2.453477
E680,51.203801,0.268054
E3471,51.289858,1.316654
52240,51.073481,-2.924791
E13490,50.996216,-1.498554
BB_EAST_DR,51.515594,0.097044
E12513,51.060548,-1.310016
DIFF_TB2_TB1,51.494354,0.026414
43229,51.048996,-2.41251
E13500,50.989084,-1.504686
E8330,50.924994,0.050081
5300_w2TH,51.758684,0.013666
BB_WEST_UR,51.515594,0.097044
E7435,50.830037,0.025497
45142,50.71658,-3.527705
3014,52.886657,-2.182004
1415TH,52.081936,-1.321103
3697TH,51.465414,-0.322425
692706,53.402528,-2.23534
DIFF_WestUR_WestDR,51.494354,0.026414
E3400,51.274155,1.16925
E29202,50.949713,-0.529578
E7430,50.830988,0.025666
49168,50.806271,-4.5365
692421,53.454855,-2.095579
46131,50.5411,-3.550902
E13851,51.177844,-1.39845
E2739,53.164274,-0.576657
4084,52.531656,-1.958157
46132,50.5411,-3.550902
755825,54.827452,-3.162746
4384TH,51.428299,0.023993
53145,51.377055,-2.13803
E26231,51.486254,0.228518
E40684,53.460884,-0.474196
E576,51.202093,0.332504
43163,50.926653,-1.787583
L0001,57.144655,-2.079874
4088,53.707031,-0.725316
2645TH,51.468767,-0.620387
753137,54.650764,-3.567079
E10018,50.996436,-0.510104
E921,51.275499,0.095139
DIFF_EastUR_EastDR,51.494354,0.026414
5304TH,51.748222,0.004943
5300_w1TH,51.758684,0.013666
E61804,52.287217,-0.217574
E22561,51.924207,-0.634231
3610SO,50.667206,-1.184737
E2015,52.568641,-0.188108
E6120,52.236646,-0.842511
3399TH,51.415438,-0.307703
E3470,51.289858,1.316654
E1005,52.242084,-0.810734
E24492,52.330546,-0.228322
692722,53.431153,-2.297206
3901,53.305797,-1.088289
E1910,51.22281,0.419484
E13440,50.990429,-1.489156
E1007,52.595134,-0.54431
E7441,50.853942,0.04918
E8371,50.915549,0.037303
E13442,50.990231,-1.490981
1414TH,52.08027,-1.319158
43235,50.789681,-1.971312
E10530,50.954776,-0.558421
52122,51.058626,-2.717465
E23042,52.075981,1.10243
52243,51.116578,-2.993186
2052,52.879618,-2.55338
724647,54.063594,-2.791879
43237,51.067397,-2.269502
2607,51.996906,-2.373352
E22095,52.563628,0.317384
E21381,52.588298,0.339502
694020,53.487907,-2.637167
45129,51.054576,-3.479275
692388,53.39601,-2.112666
53156,51.457857,-2.117851
E700,51.207227,0.390032
1489TH,51.819783,-1.242178
E15370,51.443911,0.100162
685519,53.406645,-3.05916
4895,53.079153,-2.052945
E21026,52.269652,0.212141
3999,52.564065,-1.199634
E8654,50.91492,0.038854
2423TH,51.291321,-0.774462
E23774,52.320084,-0.205967
5290TH,51.76417,0.01362
E12493,51.066745,-1.310181
E9120,50.994009,-0.394756
5545TH,51.512478,0.159234
45165,51.021872,-3.531418
43161,51.061234,-1.794461
52209,51.339433499570625,-2.712438565267965
2207,52.440197,-1.475212
E1920,51.19795,0.414345
3029TH,51.14197,-0.824708
4149,52.520949,-1.440825
52241,51.064505,-2.912496
E8270,50.94452,0.064763
E14331,50.819258,-1.451418
48193,50.26009,-5.279378
52242,51.116578,-2.993186
E1675,53.10346,0.23181
4883,53.029381,-1.486357
52235,51.037199,-2.976469
52237,51.047117,-2.88154
52233,51.044626,-2.84382
E1029,53.102208,0.317091
52239,51.073481,-2.924791
50182,50.648044,-3.431911
0657TH,51.761248,-1.835566
L3360,53.630398,-0.187592
2209,52.446651,-1.487391
713354,53.748499,-2.710391
3345TH,51.350352,-0.250864
E1052,52.230966,-0.897274
E41848,52.280318,-0.222175
E1293,52.230966,-0.897274
E1152,53.713268,-0.304607
531161,51.470324,-2.566101
E1413,52.543388,-0.304176
44140,50.73910748489288,-2.7582024914941985
E1460,52.981286,-0.029852
531173,51.3825,-2.356804
E1367,52.543388,-0.304176
44139,50.73910748489288,-2.7582024914941985
E11090,50.831317,-0.857887
53189,51.446249,-2.616828
44146,50.732016,-2.752023
44149,50.749836,-2.903287
53157,51.508182,-2.718065
531163,51.522169,-2.064919
43234,50.796983,-2.083074
2866TH,51.477931,-0.504592
531166,51.511693,-2.066547
53152,51.382127,-2.397394
53151,51.382127,-2.397394
531162,51.470324,-2.566101
E1427,52.981286,-0.029852
531180,51.318932,-2.200619
531183,51.546208,-1.944367
531165,51.511693,-2.066547
E2834,52.684367,-0.461989
531117,51.230918,-2.308854
531110,51.28787,-2.475879
43218,50.876605,-1.99157
53158,51.508182,-2.718065
E10961,50.847286,-0.757339
E1534,53.406544,-0.449815
E551,51.256435,0.488613
53118,51.508182,-2.718065
53183,51.36697,-2.621881
E40411,53.213749,-0.345212
E10960,50.847286,-0.757339
531174,51.3825,-2.356804
E24870,51.72865,0.709257
E16181,51.391114,0.123099
L0401,53.373959,-1.463059
L1970,54.118168,-2.045027
L1602,53.837637,-1.706351
L0511,53.40368,-1.495054
L0316,53.332815,-1.318082
E1833,52.234591,-1.078908
L2801,53.74959,-0.969053
F3904,54.564112,-1.287016
L2400,53.749583,-0.969265
E21606,52.134213,-0.462378
E21648,52.144561,-0.316796
E6381,50.989632,0.75505
L0508,53.514847,-1.590551
E22596,52.134213,-0.462378
6303,52.423104,-1.431916
F3507,54.65393,-2.291344
L0317,53.33017,-1.322509
4206,52.435233,-1.913503
L2808,54.081972,-0.877479
E6380,50.989632,0.75505
2627,52.352672,-1.567041
L0716,53.475976,-1.299081
E16201,51.286708,0.159311
E3006,52.720441,-0.363575
E87030,52.740493,0.387203
E2044,52.845991,-0.100848
2854TH,51.553414,-0.479617
E14710,50.70114,-1.298748
023020,54.976253,-2.095184
023002,54.851887,-1.937552
E2721,52.264488,-0.717818
023055,55.177701,-2.461265
5291TH,51.76432,0.014322
2869TH,51.462759,-0.511451
E21891,51.726673,0.515086
0328TH,51.561372,-0.380846
E2587,52.691674,-0.398018
E24075,51.730014,0.484859
E23278,52.180973,1.007324
E22025,52.089354,-0.722011
4388TH,51.458131,0.014948
L1741,53.740964,-1.36876
E21441,52.089354,-0.722011
E1941,52.288957,-0.679944
F1702,53.748489,-1.422662
L1816,53.721659,-1.209849
L1431,53.808702,-1.948901
51101,51.202027017104626,-3.597033385770473
023060,54.854558,-1.964666
4175TH,51.402267,-0.187639
E4478,52.197219,-0.741262
E21412,52.131206,0.205231
E1949,52.239063,-0.71136
E21404,52.059596,-0.705838
E27541,52.196896,-0.891972
4151TH,51.370858,-0.151524
E24817,51.947059,-0.276838
E21722,52.151565,0.067161
E1204,52.228899,-1.110446
E22346,52.026749,-0.266824
E2779,52.226831,-0.950596
E1935,52.27125868133118,-0.9221710069043488
E26181,52.365481,-0.421447
4173TH,51.398338,-0.183625
E2065,52.254904,-0.929057
E21830,52.093281,0.292649
1817SO,50.870597,0.548637
4188TH,51.422024,-0.174344
E1825,52.233564,-1.074097
E2663,52.331973,-0.681966
E26151,51.983038,-0.765476
E1311,52.493886,-0.649292
E4481,52.192947,-0.737843
4177TH,51.41336,-0.183893
E4480,52.193402,-0.742511
E4819,52.219214,-0.669482
4171TH,51.394805,-0.170396
E1366,52.211862,-0.776883
E1633,52.45855,-0.611724
E21509,52.058636,-0.715055
E21501,51.98079,-0.715813
E24518,52.131792,-0.96199
E4800,52.422655,-0.954718
E6652,51.010937,0.444508
E22353,52.040479,-0.335362
2857TH,51.526136,-0.488324
E19862,52.668256,1.218212
E2835,52.681277,-0.460086
E14111,50.911049,-1.482017
E1097,52.229659,-0.934028
E14110,50.910816,-1.482204
E4829,52.669024,-0.748009
E2154,53.379589,-0.307216
E19866,52.668256,1.218212
E2162,53.379589,-0.307216
E3055,52.68119,-0.361123
4641TH,51.851486,-0.376103
3803TH,51.627195,-0.287063
E27501,52.476217,-0.963623
E1523,52.539736,-0.743831
E27521,52.5999,-0.244628
E24845,51.594442,0.431245
E2992,53.210918,-0.116421
E4835,52.667208,0.159108
E3043,52.681277,-0.460086
E21022,52.202693,1.49185
E1451,53.275667,-0.636863
E47050,52.243719,0.07758
E2775,52.68119,-0.361123
5323TH,51.683747,-0.010927
E22698,52.003131,0.890465
E2089,52.765399,-0.362646
E4420,51.130148,0.878664
E22211,52.471099,1.479204
E22173,52.471099,1.479204
3695TH,51.463986,-0.340257
2265,52.664312,-2.90597
E4752,51.160181,1.118785
E21194,51.727361,0.439821
5321TH,51.697274,-0.013228
43171,51.189817,-1.971754
E22890,51.737726,0.446926
E23028,52.172121,1.449999
43168,51.079353,-1.728286
E26951,52.054368,1.137404
E24207,51.767053,0.560814
E24861,51.784824,1.156997
E21726,52.779213,0.961997
E21971,51.553032,0.6411
E24822,52.201036,1.547347
E22063,52.581796,1.087853
E22918,51.567418,0.680897
E22044,52.613213,1.311893
E24093,51.891342,0.915231
E24001,52.876027,1.410474
E1488,53.208428,-0.111318
E1407,53.227831,-0.529294
E23361,52.455936,1.444145
E1492,53.231805104651635,-0.5587620980685092
E21791,52.33651025846557,1.528822245530672
E24816,52.606673,1.723383
E22564,52.080666,0.724664
43166,51.278098,-1.667476
E23265,52.546902,1.281608
E45951,51.737726,0.446926
E24813,52.347523,1.460671
E1449,53.275667,-0.636863
E23534,51.746754,0.624861
E23081,52.655971,1.206957
E23073,52.627666,1.222621
E1254,52.656782,-0.382143
E21621,52.633061,1.288057
43167,51.147988,-1.739464
E23223,52.381676,1.272272
E1657,52.856717,-0.628208
E1658,52.856717,-0.628208
E47041,52.255096,0.055885
E3026,53.297401,-0.13229
E3057,53.021137,-0.379101
E2886,53.147149,-0.417125
E21985,52.093857,0.415972
E2812,53.129374,-0.592368
E21854,52.137162,1.235306
E21158,52.79069,1.455968
E4821,52.210687,-1.013543
E2813,53.129374,-0.592368
E46041,52.361622,1.470589
E22519,52.048992,0.462076
E27675,51.644879,0.396505
E22720,51.979883,0.957419
E37212,52.62086,1.306353
E4486,52.461427,-0.711074
43172,51.110151,-1.996228
E23169,52.337364,1.530359
E4489,52.364156,-0.697032
E24836,52.385291,1.669425
E24077,51.891342,0.915231
E21332,51.989985,0.394354
E2158,53.379589,-0.307216
E46021,52.201036,1.547347
E23249,52.083207,1.232041
E21011,52.713553,0.925589
E21865,52.699559,1.312924
E5310,53.507924,0.040547
E1255,52.656201,-0.379755
E4902,53.220735,-0.549518
E27472,52.4583,1.457139
E4900,53.220735,-0.549518
E27511,53.303673,-0.484488
E22552,52.092341,0.693285
44243,50.665692,-2.422525
E23069,52.627666,1.222621
E2993,52.642538,-0.496579
43173,51.126078,-2.13555
44240,50.838682,-2.286813
E23235,52.348797,1.192003
43174,51.016457,-1.796939
E22018,52.597814,1.261783
E21581,52.647705,1.246275
E25952,52.059832,1.134869
E40135,53.222575,-0.540498
E23056,52.95094,0.740391
E25767,52.159428,1.371463
E24068,51.754122,0.657167
E22834,51.801379,0.635286
E21623,52.633061,1.288057
E24804,52.625574,1.064334
E22369,52.188404,0.962465
43169,51.089499,-2.11888
E22024,52.276587,1.456604
E26981,52.157328,1.052521
E42895,52.7697,1.479261
E21773,52.606338,1.246167
E23218,52.129535,1.390132
E1491,53.268103,0.197262
E22476,51.989985,0.394354
E24808,52.310143,1.520251
E22570,52.04711,0.693116
E4418,52.720221,-0.141261
E45688,52.151565,0.067161
E22571,52.04711,0.693116
E21858,52.882727,1.066095
E23316,52.93474,0.891574
E1056,53.291737,0.122926
E21322,52.188404,0.962465
E22505,52.077008,0.490953
E21738,52.17495,1.331675
E3041,52.949749,-0.703007
E23214,52.255463,1.561952
E4882,53.428861,0.01433
E1597,53.157991,0.217825
E4928,53.166903,0.157512
021041,55.598227,-1.830133
E4912,53.489465,-0.172609
L3230,53.751865,-0.333266
E2991,53.131624,-0.146782
48196,50.071815,-5.295076
E3053,52.979421,-0.608134
43185,51.018213,-1.826442
L2225,54.149209,-1.570465
2858TH,51.523622,-0.489287
E24834,52.569664,1.104711
E27454,53.564461,-0.127006
E22870,51.736424,0.479417
2868TH,51.467107,-0.499792
E1685,53.131624,-0.146782
43192,50.929113,-2.163861
5484TH,51.52639,0.091773
E1957,52.754349,-0.28934
44237,50.800191,-2.502719
2877TH,51.438563,-0.517993
48197,50.071815,-5.295076
E3068,52.245236,-0.904229
1480SO,51.139335,1.236398
48195,50.071815,-5.295076
E1720,53.248451,-0.598475
E1943,52.228409,-1.153852
E5314,53.47746,0.010648
E3042,52.588634,-0.601801
E22779,51.955363,0.427323
E4218,52.999866,-0.421131
E1712,52.979421,-0.608134
E2783,52.663783,-0.595588
E4910,53.157573,-0.126265
L39011,54.544678,-1.19878
E2986,53.275342,-0.402164
E4230,51.182671,1.035967
E20024,52.910037,-0.64709
E3025,52.669252,-0.586022
TQ25_86,51.282737,-0.196979
E46631,53.524418,-0.076455
E3012,53.08037,-0.61448
E2590,52.691674,-0.398018
E3049,52.539175,-0.739306
E2987,53.022401,-0.746331
E4409,52.664667,-0.228133
E22844,51.884456,0.365489
44246,50.665744,-2.480878
E46371,53.588667,-0.205983
E47251,53.048222,-0.396166
E1114,52.539175,-0.739306
E1298,52.56293,-0.363911
43190,50.876171,-1.975637
SU73/8,51.109062,-0.994904
E2081,52.890098,0.090848
E3044,53.228157,0.330271
E2219,52.226326,-0.946362
1381SO,51.348577,1.331223
3802TH,51.624739,-0.285754
TQ35_42,51.295633,-0.06193
E3015,53.250567,-0.312869
43196,51.128405,-1.854754
E4811,52.574789,-0.764345
E2892,53.228157,0.330271
48194,50.096508,-5.282143
0782SO,51.331532,0.714832
E27431,52.465956,1.561267
E2671,53.151141,-0.583477
E1551,52.526819,-0.428685
0321TH,51.523378,-0.489915
5303TH,51.753614,0.01247
E1996,52.560337,-0.281806
E22901,51.5018,0.298066
E21397,52.194578,1.273138
TQ36_38,51.343072,-0.103752
E27452,53.564461,-0.127006
SU74_40,51.224995,-0.985035
3678TH,51.44708,-0.347907
43170,50.95784,-2.13093
E4400,52.522223,-0.281687
52231,51.0375855002858,-2.8350199309979702
52230,51.0375855002858,-2.8350199309979702
43176,50.819754,-2.049215
44236,50.806765,-2.400522
L3241,53.747798,-0.286429
F3105,53.985472,-0.374695
L3208,53.767537,-0.330293
F3123,53.985472,-0.374695
L3207,53.83905,-0.39525
L3250,53.874886,-0.318231
F3120,53.97829,-0.334
L3246,53.86754,-0.367529
E3054,52.473191,-0.911017
E4810,52.179081,-0.799618
E2604,52.716617,-0.367879
L3243,53.804698,-0.309166
1412,52.47914,-2.975413
2611,52.417555,-1.126182
3056TH,51.192355,-0.598504
4169TH,51.385796,-0.16357
E24826,52.08954,1.540693
AN-SFRB,53.67726711598593,-0.5254325379496286
Not_Specified,51.514481,0.72348
AN-BOST,52.98103652520461,-0.0299679446211205
H_obs.upstream,52.79907072178228,-0.1326939169022957
AN-BURG,53.102017154620285,0.3167375477968117
AN-KLYN_BACKUP,52.740492561506386,0.3872033182145488
AN-COLN,51.85291658033037,0.963605281242544
AN-FOSD,52.87205263883533,-0.0447321183432889
AN-BOYG,53.293005227024395,0.2970507976529847
AN-YARM,52.57206526969755,1.737808497541985
AN-COLN_BACKUP,51.85291658033037,0.963605281242544
AN-KLYN,52.740492561506386,0.3872033182145488
AN-CLAC,51.784002747672766,1.157751489363125
AN-GOX,53.71389482128164,-0.3044302262076623
AN-WLHS,52.80823180657033,0.2105730992084238
2226A,51.74759943279987,-2.2142912365617553
2206A,51.746918362598635,-2.2179526097809488
730520,54.33056,-2.721958
0,51.439502,-1.994851
43188,51.288489,-1.721176
44241,50.74892,-2.412275
7086,52.1770999323954,-2.2882574297306206
E8282,50.97515818647327,0.1117058006261397
E8280,50.97515818647327,0.1117058006261397
692118,53.458488,-1.987152
022021,55.16249,-1.761294
2275,51.697286,-2.218553
46152,50.533603,-3.6024
50198,51.080046,-4.064537
690115,53.698657,-2.2007
690105,53.694741,-2.251855
690185,53.586045,-2.088957
690139,53.700234,-2.283105
694122,53.437446,-2.705657
694075,53.463903,-2.773441
E12382,51.089986,-1.271026
E12411,50.936779,-1.367352
E8313,50.884785,0.035107
E12782,51.086694,-1.181128
E14723,50.664904,-1.17575
E12792,51.09028,-1.179637
E12443,50.990555,-1.335275
E8263,51.039038,-0.099359
E1154,51.190088,0.161589
E4372,51.172939,0.800304
E9184,50.999641,-0.402814
E14552,50.832936,-1.461056
E13512,51.009355,-1.498925
E12402,50.954777,-1.369955
E12552,51.088542,-1.188235
E641,51.250865,0.446967
E4362,51.142293,0.877089
E9132,50.95798,-0.264998
E13821,51.153011,-1.450189
E13822,51.153011,-1.450189
E602,51.224525,0.33507
5300TH,51.758684,0.013666
E12802,51.09029,-1.181065
E14812,50.695425,-1.305474
E14541,50.911386,-1.509934
E16124,51.195997,0.254903
E1922,51.19861275118246,0.4153528541057055
E3403,51.274155,1.16925
E16120,51.195997,0.254903
E6619,51.01189,0.398508
E12432,50.987906,-1.343862
E9252,50.965124,-0.323121
E580,51.289276,0.509035
E13850,51.177927,-1.396961
E4423,51.130148,0.878664
E4417,51.135619,0.8924
L3205,53.908662,-0.384682
L3320,53.720373,-0.235726
021039,55.593513,-2.232993
L3331,53.652632,-0.131044
L3231,53.908662,-0.384682
L3112,53.929542,-0.334541
F3102,53.934077,-0.357103
L32014_NE,53.734403,-0.435579
E41434,51.576845,0.616702
E47901,52.751366,0.393311
2935TH,51.410875,-0.515797
1674TH,51.740477,-1.259957
2613TH,51.436318,-0.747222
1090_w3TH,51.71507487710775,-1.4197227353771371
E15262,51.449762,0.173833
E21794,52.33651,1.528822
E47907,52.751366,0.393311
44247,50.645967,-2.420835
8207TH,51.415565105430375,-0.4776223758983469
E41694,52.165149,1.494612
E23343,52.087062,1.316578
L2516,54.260742,-0.752236
E71339,52.875861,0.218395
E65501,52.799742,-0.132532
44150,50.809858,-2.726377
2254TH,51.497183,-1.511619
45180,50.680293,-3.464585
700320,53.555146,-2.6242
738345,54.155019,-3.184714
713119_TEMP,53.744434,-2.490387
736420,54.197709,-3.098668
738360,54.16005,-3.176664
46165,50.482427,-3.783081
45182,50.918719,-3.35971
46164,50.276953,-3.772303
46163,50.235473,-3.767553
45181,50.904593,-3.479351
E5500,51.06618,0.857033
3101SE,51.088829,-1.2729
